"Date"," AQI Value","Main Pollutant","Site Name","Site ID","Source","20-year High (2000-2019)","20-year Low (2000-2019)","5-year Average (2015-2019)","Date of 20-year High","Date of 20-year Low"
"09/01/2020","76","PM2.5","Redwood City","06-081-1001","AQS","205","21","76.2","09/01/2017","09/01/2000"
"09/02/2020","96","PM2.5","Redwood City","06-081-1001","AQS","190","31","76.6","09/02/2017","09/02/2000"
"09/03/2020","95","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS","151","30","70.2","09/03/2017","09/03/2007"
"09/04/2020","71","PM2.5","San Pablo","06-013-1004","AQS","149","34","70.4","09/04/2017","09/04/2000"
"09/05/2020","129","Ozone","Hayward","06-001-2001","AQS","136","32","52.6","09/05/2004","09/05/2001"
"09/06/2020","166","Ozone","Hayward","06-001-2001","AQS","100","31","55","09/06/2008","09/06/2002"
"09/07/2020","109","PM2.5","Livermore","06-001-0007","AQS","105","28","61.8","09/07/2004","09/07/2019"
"09/08/2020","114","PM2.5","Livermore","06-001-0007","AQS","112","33","63.2","09/08/2015","09/08/2010"
"09/09/2020","96","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS","147","26","72.8","09/09/2015","09/09/2003"
"09/10/2020","186","PM2.5","San Francisco","06-075-0005","AQS","93","32","59.8","09/10/2009","09/10/2013"
"09/11/2020","218","PM2.5","Oakland","06-001-0009","AQS","119","37","58.4","09/11/2006","09/11/2005"
"09/12/2020","185","PM2.5","Livermore","06-001-0007","AQS","133","33","48.4","09/12/2006","09/12/2001"
"09/13/2020","180","PM2.5","San Francisco","06-075-0005","AQS","97","31","53.6","09/13/2019","09/13/2002"
"09/14/2020","183","PM2.5","Oakland","06-001-0009","AQS","100","35","53.6","09/14/2001","09/14/2000"
"09/15/2020","96","PM2.5","Pleasanton - Owens Ct","06-001-0015","AQS","67","25","41","09/15/2004","09/15/2002"
"09/16/2020","33","Ozone","Livermore","06-001-0007","AQS","87","30","51","09/16/2016","09/16/2002"
"09/17/2020","29","Ozone","Bethel Island","06-013-1002","AQS","80","25","51.6","09/17/2016","09/17/2010"
"09/18/2020","35","Ozone","Bethel Island","06-013-1002","AQS","112","24","48.8","09/18/2009","09/18/2010"
"09/19/2020","46","PM2.5","Concord","06-013-0002","AQS","119","22","62.4","09/19/2002","09/19/2010"
"09/20/2020","75","PM2.5","Concord","06-013-0002","AQS","147","31","70","09/20/2015","09/20/2008"
"09/21/2020","66","PM2.5","Livermore","06-001-0007","AQS","166","33","65.4","09/21/2003","09/21/2014"
"09/22/2020","40","Ozone","Bethel Island","06-013-1002","AQS","150","28","46.4","09/22/2003","09/22/2000"
"09/23/2020","30","Ozone","Bethel Island","06-013-1002","AQS","126","32","47.8","09/23/2011","09/23/2014"
"09/24/2020","32","Ozone","Bethel Island","06-013-1002","AQS","143","24","55.8","09/24/2004","09/24/2001"
"09/25/2020","50","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS","105","32","70.2","09/25/2010","09/25/2011"
"09/26/2020","44","PM2.5","Pleasanton - Owens Ct","06-001-0015","AQS","154","33","73.8","09/26/2016","09/26/2015"
"09/27/2020","63","PM2.5","San Francisco","06-075-0005","AQS","172","33","64.8","09/27/2009","09/27/2001"
"09/28/2020","75","PM2.5","Livermore","06-001-0007","AQS","115","35","49.4","09/28/2011","09/28/2000"
"09/29/2020","101","Ozone","San Ramon","06-013-2007","AQS","126","31","44.4","09/29/2010","09/29/2003"
"09/30/2020","150","Ozone","Bethel Island","06-013-1002","AQS","159","34","43.8","09/30/2001","09/30/2019"
"10/01/2020","155","PM2.5","Pleasanton - Owens Ct","06-001-0015","AQS","101","30","43.4","10/01/2001","10/01/2005"
"10/02/2020","176","PM2.5","Pleasanton - Owens Ct","06-001-0015","AQS","97","33","46.4","10/02/2012","10/02/2008"
"10/03/2020","146","PM2.5","Livermore","06-001-0007","AQS","90","28","45","10/03/2014","10/03/2011"
"10/04/2020","53","PM2.5","Oakland","06-001-0009","AQS","112","30","41.8","10/04/2014","10/04/2006"
"10/05/2020","100","Ozone","Hayward","06-001-2001","AQS","122","33","43.8","10/05/2014","10/05/2006"
"10/06/2020","77","PM2.5","Concord","06-013-0002","AQS","97","32","45.2","10/06/2014","10/06/2011"
"10/07/2020","89","PM2.5","Oakland","06-001-0009","AQS","75","30","63.2","10/07/2018","10/07/2003"
"10/08/2020","84","PM2.5","San Pablo","06-013-1004","AQS","112","32","66.6","10/08/2016","10/08/2003"
"10/09/2020","29","Ozone","Bethel Island","06-013-1002","AQS","161","29","85.6","10/09/2017","10/09/2000"
"10/10/2020","45","PM2.5","San Pablo","06-013-1004","AQS","158","14","66","10/10/2017","10/10/2011"
"10/11/2020","40","Ozone","Concord","06-013-0002","AQS","169","22","70","10/11/2017","10/11/2011"
"10/12/2020","45","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS","155","35","72.6","10/12/2017","10/12/2012"
"10/13/2020","48","PM2.5","San Francisco","06-075-0005","AQS","159","28","81","10/13/2017","10/13/2009"
"10/14/2020","49","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS","112","29","60.4","10/14/2010","10/14/2012"
"10/15/2020","56","PM2.5","San Francisco","06-075-0005","AQS","80","32","49.4","10/15/2008","10/15/2006"
"10/16/2020","44","PM2.5","San Francisco","06-075-0005","AQS","95","31","50.6","10/16/2017","10/16/2006"
"10/17/2020","58","Ozone","Hayward","06-001-2001","AQS","101","33","57.4","10/17/2017","10/17/2006"
"10/18/2020","61","Ozone","Hayward","06-001-2001","AQS","84","32","51.6","10/18/2012","10/18/2004"
"10/19/2020","49","PM2.5","Oakland","06-001-0009","AQS","77","31","46.4","10/19/2018","10/19/2009"
"10/20/2020","46","PM2.5","Oakland","06-001-0009","AQS","90","28","50.2","10/20/2018","10/20/2000"
"10/21/2020","53","PM2.5","Oakland West","06-001-0011","AQS","90","34","48.4","10/21/2006","10/21/2007"
"10/22/2020","54","PM2.5","Oakland","06-001-0009","AQS","90","24","52.2","10/22/2006","10/22/2003"
"10/23/2020","50","PM2.5","San Pablo","06-013-1004","AQS","79","33","49.6","10/23/2006","10/23/2012"
"10/24/2020","50","PM2.5","San Pablo","06-013-1004","AQS","65","30","47","10/24/2008","10/24/2010"
"10/25/2020","46","PM2.5","Concord","06-013-0002","AQS","97","31","58","10/25/2017","10/25/2016"
"10/26/2020","51","PM2.5","Oakland","06-001-0009","AQS","101","30","54.8","10/26/2008","10/26/2000"
"10/27/2020","42","PM2.5","Redwood City","06-081-1001","AQS","82","31","47.2","10/27/2008","10/27/2016"
"10/28/2020","60","PM2.5","Livermore","06-001-0007","AQS","102","31","52.8","10/28/2019","10/28/2000"
"10/29/2020","75","PM2.5","Oakland West","06-001-0011","AQS","68","32","43.6","10/29/2004","10/29/2016"
"10/30/2020","80","Ozone","Livermore","06-001-0007","AQS","79","24","42","10/30/2008","10/30/2001"
"10/31/2020","80","Ozone","Hayward","06-001-2001","AQS","69","22","48.6","10/31/2007","10/31/2012"
"11/01/2020","79","PM2.5","Livermore","06-001-0007","AQS","69","31","49.4","11/01/2001","11/01/2008"
"11/02/2020","68","PM2.5","Oakland","06-001-0009","AQS","87","31","50","11/02/2004","11/02/2008"
"11/03/2020","54","PM2.5","Oakland","06-001-0009","AQS","77","30","49.2","11/03/2019","11/03/2003"
"11/04/2020","38","Ozone","Bethel Island","06-013-1002","AQS","66","31","50.6","11/04/2010","11/04/2011"
"11/05/2020","43","PM2.5","Livermore","06-001-0007","AQS","75","30","50","11/05/2007","11/05/2011"
"11/06/2020","38","Ozone","Bethel Island","06-013-1002","AQS","115","30","47.8","11/06/2003","11/06/2011"
"11/07/2020","38","Ozone","Bethel Island","06-013-1002","AQS","136","29","53.8","11/07/2003","11/07/2006"
"11/08/2020","45","PM2.5","Laney College","06-001-0012","AQS","125","32","69.4","11/08/2018","11/08/2003"
"11/09/2020","36","PM2.5","Laney College","06-001-0012","AQS","168","31","77.4","11/09/2018","11/09/2000"
"11/10/2020","31","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS","180","30","81.6","11/10/2018","11/10/2000"
"11/11/2020","37","PM2.5","Concord","06-013-0002","AQS","167","32","78.2","11/11/2018","11/11/2008"
"11/12/2020","51","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS","167","31","74.6","11/12/2018","11/12/2001"
"11/13/2020","33","PM2.5","Pleasanton - Owens Ct","06-001-0015","AQS","164","29","75.2","11/13/2018","11/13/2001"
"11/14/2020","45","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS","186","31","80","11/14/2018","11/14/2006"
"11/15/2020","55","PM2.5","Laney College","06-001-0012","AQS","203","31","68.2","11/15/2018","11/15/2019"
"11/16/2020","51","PM2.5","Laney College","06-001-0012","AQS","245","35","82.8","11/16/2018","11/16/2015"
"11/17/2020","36","Ozone","Hayward","06-001-2001","AQS","210","31","78.8","11/17/2018","11/17/2011"
"11/18/2020","31","Ozone","Livermore","06-001-0007","AQS","176","34","78.8","11/18/2018","11/18/2011"
"11/19/2020","32","PM2.5","Oakland","06-001-0009","AQS","176","36","73.8","11/19/2018","11/19/2011"
"11/20/2020","40","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS","157","33","72.6","11/20/2018","11/20/2004"
"11/21/2020","63","PM2.5","Oakland West","06-001-0011","AQS","157","25","62.4","11/21/2002","11/21/2001"
"11/22/2020","67","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS","101","27","58.8","11/22/2005","11/22/2000"
"11/23/2020","33","PM2.5","Oakland","06-001-0009","AQS","126","32","55","11/23/2000","11/23/2018"
"11/24/2020","38","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS","117","31","46.4","11/24/2004","11/24/2018"
"11/25/2020","31","Ozone","Bethel Island","06-013-1002","AQS","108","34","48.2","11/25/2000","11/25/2015"
"11/26/2020","35","PM2.5","Oakland","06-001-0009","AQS","122","36","46.6","11/26/2000","11/26/2019"
"11/27/2020","45","PM2.5","Oakland West","06-001-0011","AQS","112","31","40","11/27/2013","11/27/2004"
"11/28/2020","59","PM2.5","Oakland West","06-001-0011","AQS","153","30","42.6","11/28/2002","11/28/2004"
"11/29/2020","83","PM2.5","Laney College","06-001-0012","AQS","152","34","49.6","11/29/2002","11/29/2012"
"11/30/2020","60","PM2.5","Livermore","06-001-0007","AQS","162","32","48.2","11/30/2002","11/30/2018"
"12/01/2020","60","PM2.5","Oakland West","06-001-0011","AQS","158","31","44.2","12/01/2002","12/01/2001"
"12/02/2020","58","PM2.5","Livermore","06-001-0007","AQS","140","29","49.8","12/02/2002","12/02/2014"
"12/03/2020","80","PM2.5","Laney College","06-001-0012","AQS","137","29","46.2","12/03/2000","12/03/2019"
"12/04/2020","100","PM2.5","Laney College","06-001-0012","AQS","145","32","48.4","12/04/2002","12/04/2001"
"12/05/2020","83","PM2.5","Oakland West","06-001-0011","AQS","152","28","49","12/05/2002","12/05/2001"
"12/06/2020","68","PM2.5","Laney College","06-001-0012","AQS","159","27","47.4","12/06/2002","12/06/2003"
"12/07/2020","35","PM2.5","Pleasanton - Owens Ct","06-001-0015","AQS","157","35","51.4","12/07/2002","12/07/2004"
"12/08/2020","49","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS","158","31","59","12/08/2002","12/08/2007"
"12/09/2020","78","PM2.5","San Francisco","06-075-0005","AQS","114","30","60.2","12/09/2002","12/09/2019"
"12/10/2020","68","PM2.5","Oakland West","06-001-0011","AQS","111","30","56.4","12/10/2011","12/10/2016"
"12/11/2020","33","PM2.5","Oakland","06-001-0009","AQS","151","29","54.2","12/11/2005","12/11/2001"
"12/12/2020","30","PM2.5","Concord","06-013-0002","AQS","96","35","48.8","12/12/2005","12/12/2012"
"12/13/2020","42","PM2.5","San Pablo","06-013-1004","AQS","91","33","56.6","12/13/2004","12/13/2008"
"12/14/2020","33","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS","105","31","52","12/14/2005","12/14/2008"
"12/15/2020","50","PM2.5","Laney College","06-001-0012","AQS","122","29","56.6","12/15/2017","12/15/2006"
"12/16/2020","65","PM2.5","Oakland","06-001-0009","AQS","134","31","45.2","12/16/2005","12/16/2008"
"12/17/2020","35","PM2.5","Oakland","06-001-0009","AQS","134","31","47.8","12/17/2005","12/17/2007"
"12/18/2020","36","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS","89","30","51","12/18/2004","12/18/2007"
"12/19/2020","57","PM2.5","Pleasanton - Owens Ct","06-001-0015","AQS","121","32","47.8","12/19/2003","12/19/2007"
"12/20/2020","66","PM2.5","Oakland West","06-001-0011","AQS","140","31","52","12/20/2004","12/20/2015"
"12/21/2020","66","PM2.5","Laney College","06-001-0012","AQS","133","25","52.2","12/21/2006","12/21/2001"
"12/22/2020","40","PM2.5","Oakland West","06-001-0011","AQS","85","30","50.6","12/22/2013","12/22/2008"
"12/23/2020","38","PM2.5","Pleasanton - Owens Ct","06-001-0015","AQS","94","27","50","12/23/2013","12/23/2002"
"12/24/2020","82","PM2.5","Livermore","06-001-0007","AQS","127","30","49.4","12/24/2004","12/24/2003"
"12/25/2020","72","PM2.5","Concord","06-013-0002","AQS","161","30","48.4","12/25/2006","12/25/2018"
"12/26/2020","35","PM2.5","Oakland","06-001-0009","AQS","123","28","45.2","12/26/2002","12/26/2018"
"12/27/2020","38","PM2.5","Laney College","06-001-0012","AQS","117","26","51.2","12/27/2000","12/27/2002"
"12/28/2020","35","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS","97","33","52.2","12/28/2003","12/28/2006"
"12/29/2020","43","PM2.5","Oakland West","06-001-0011","AQS","136","31","58","12/29/2000","12/29/2003"
"12/30/2020","32","Ozone","San Francisco","06-075-0005","AQS","124","31","63.8","12/30/2000","12/30/2005"
"12/31/2020","55","PM2.5","Oakland","06-001-0009","AQS","143","32","63","12/31/2000","12/31/2004"
