"Date"," AQI Value","Main Pollutant","Site Name","Site ID","Source","20-year High (2000-2019)","20-year Low (2000-2019)","5-year Average (2015-2019)","Date of 20-year High","Date of 20-year Low"
"09/02/2016","29","Ozone","Bushy Fork","37-145-0003","AQS","112","28","37.4","09/02/2011","09/02/2017"
"09/03/2016","30","Ozone","Durham Armory","37-063-0015","AQS","100","30","43.2","09/03/2008","09/03/2016"
"09/04/2016","37","Ozone","Bushy Fork","37-145-0003","AQS","147","31","46.6","09/04/2002","09/04/2014"
"09/05/2016","44","Ozone","Durham Armory","37-063-0015","AQS","151","29","44.6","09/05/2007","09/05/2014"
"09/06/2016","48","Ozone","Durham Armory","37-063-0015","AQS","126","26","40","09/06/2002","09/06/2011"
"09/07/2016","50","Ozone","Durham Armory","37-063-0015","AQS","97","20","41.8","09/07/2007","09/07/2004"
"09/08/2016","51","Ozone","Durham Armory","37-063-0015","AQS","79","25","43.4","09/08/2006","09/08/2014"
"09/09/2016","71","Ozone","Durham Armory","37-063-0015","AQS","108","23","45.2","09/09/2002","09/09/2014"
"09/10/2016","58","PM2.5","Durham Armory","37-063-0015","AQS","126","24","39.4","09/10/2007","09/10/2017"
"09/11/2016","39","Ozone","Durham Armory","37-063-0015","AQS","151","26","39","09/11/2002","09/11/2017"
"09/12/2016","43","Ozone","Durham Armory","37-063-0015","AQS","100","23","42","09/12/2001","09/12/2017"
"09/13/2016","67","Ozone","Durham Armory","37-063-0015","AQS","108","23","43.75","09/13/2002","09/13/2014"
"09/14/2016","71","Ozone","Durham Armory","37-063-0015","AQS","100","28","50.5","09/14/2011","09/14/2014"
"09/15/2016","49","Ozone","Durham Armory","37-063-0015","AQS","101","33","53.25","09/15/2010","09/15/2014"
"09/16/2016","45","Ozone","Bushy Fork","37-145-0003","AQS","74","23","49.75","09/16/2010","09/16/2011"
"09/17/2016","32","Ozone","Durham Armory","37-063-0015","AQS","101","22","41.75","09/17/2001","09/17/2011"
"09/18/2016","21","Ozone","Durham Armory","37-063-0015","AQS","112","21","35.6","09/18/2001","09/18/2016"
"09/19/2016","19","Ozone","Durham Armory","37-063-0015","AQS","129","19","34.2","09/19/2001","09/19/2016"
"09/20/2016","28","Ozone","Bushy Fork","37-145-0003","AQS","105","28","42.2","09/20/2003","09/20/2016"
"09/21/2016","22","Ozone","Bushy Fork","37-145-0003","AQS","87","22","38.2","09/21/2010","09/21/2016"
"09/22/2016","22","Ozone","Durham Armory","37-063-0015","AQS","101","18","43","09/22/2010","09/22/2009"
"09/23/2016","29","Ozone","Bushy Fork","37-145-0003","AQS","115","23","42.4","09/23/2010","09/23/2011"
"09/24/2016","47","Ozone","Bushy Fork","37-145-0003","AQS","108","20","40.2","09/24/2007","09/24/2014"
"09/25/2016","35","PM2.5","Durham Armory","37-063-0015","AQS","166","19","37.8","09/25/2007","09/25/2014"
"09/26/2016","33","Ozone","Bushy Fork","37-145-0003","AQS","136","17","40.6","09/26/2007","09/26/2000"
"09/27/2016","30","PM2.5","Durham Armory","37-063-0015","AQS","80","20","32.8","09/27/2007","09/27/2010"
"09/28/2016","36","Ozone","Durham Armory","37-063-0015","AQS","77","23","41","09/28/2005","09/28/2004"
"09/29/2016","31","Ozone","Bushy Fork","37-145-0003","AQS","75","20","34.2","09/29/2004","09/29/2010"
"09/30/2016","31","Ozone","Durham Armory","37-063-0015","AQS","85","23","35.8","09/30/2004","09/30/2010"
"10/01/2016","43","Ozone","Bushy Fork","37-145-0003","AQS","62","19","38.6","10/01/2004","10/01/2015"
"10/02/2016","41","PM2.5","Durham Armory","37-063-0015","AQS","100","15","38.2","10/02/2001","10/02/2015"
"10/03/2016","34","PM2.5","Durham Armory","37-063-0015","AQS","129","16","36.4","10/03/2001","10/03/2015"
"10/04/2016","42","Ozone","Bushy Fork","37-145-0003","AQS","122","19","38.8","10/04/2000","10/04/2015"
"10/05/2016","25","Ozone","Durham Armory","37-063-0015","AQS","84","22","32.6","10/05/2001","10/05/2005"
"10/06/2016","30","Ozone","Bushy Fork","37-145-0003","AQS","73","21","35.4","10/06/2008","10/06/2005"
"10/07/2016","27","Ozone","Bushy Fork","37-145-0003","AQS","77","16","32.8","10/07/2010","10/07/2006"
"10/08/2016","35","Ozone","Durham Armory","37-063-0015","AQS","61","15","31.8","10/08/2003","10/08/2005"
"10/09/2016","32","Ozone","Bushy Fork","37-145-0003","AQS","77","18","32.6","10/09/2007","10/09/2005"
"10/10/2016","29","Ozone","Durham Armory","37-063-0015","AQS","77","19","31.6","10/10/2010","10/10/2013"
"10/11/2016","36","Ozone","Durham Armory","37-063-0015","AQS","87","20","34.8","10/11/2010","10/11/2013"
"10/12/2016","37","Ozone","Durham Armory","37-063-0015","AQS","101","16","37.6","10/12/2010","10/12/2013"
"10/13/2016","47","Ozone","Bushy Fork","37-145-0003","AQS","71","19","34.8","10/13/2004","10/13/2013"
"10/14/2016","31","Ozone","Durham Armory","37-063-0015","AQS","80","20","37","10/14/2000","10/14/2004"
"10/15/2016","35","PM2.5","Durham Armory","37-063-0015","AQS","97","20","41","10/15/2000","10/15/2009"
"10/16/2016","50","PM2.5","Durham Armory","37-063-0015","AQS","140","17","39.8","10/16/2000","10/16/2009"
"10/17/2016","44","PM2.5","Durham Armory","37-063-0015","AQS","106","21","36","10/17/2000","10/17/2009"
"10/18/2016","41","PM2.5","Durham Armory","37-063-0015","AQS","100","23","37.4","10/18/2005","10/18/2009"
"10/19/2016","40","PM2.5","Durham Armory","37-063-0015","AQS","105","28","41.4","10/19/2005","10/19/2011"
"10/20/2016","51","PM2.5","Durham Armory","37-063-0015","AQS","101","19","48.8","10/20/2005","10/20/2011"
"10/21/2016","27","Ozone","Bushy Fork","37-145-0003","AQS","89","27","45.4","10/21/2000","10/21/2016"
"10/22/2016","26","Ozone","Bushy Fork","37-145-0003","AQS","105","23","38.4","10/22/2000","10/22/2019"
"10/23/2016","35","Ozone","Bushy Fork","37-145-0003","AQS","65","31","42","10/23/2015","10/23/2009"
"10/24/2016","44","Ozone","Bushy Fork","37-145-0003","AQS","63","23","40.8","10/24/2004","10/24/2007"
"10/25/2016","34","Ozone","Bushy Fork","37-145-0003","AQS","76","14","38.4","10/25/2000","10/25/2007"
"10/26/2016","52","PM2.5","Durham Armory","37-063-0015","AQS","69","13","39.8","10/26/2004","10/26/2007"
"10/27/2016","40","PM2.5","Durham Armory","37-063-0015","AQS","98","24","35","10/27/2004","10/27/2018"
"10/28/2016","34","PM2.5","Durham Armory","37-063-0015","AQS","80","23","34.4","10/28/2013","10/28/2008"
"10/29/2016","53","PM2.5","Durham Armory","37-063-0015","AQS","72","20","36.4","10/29/2004","10/29/2002"
"10/30/2016","56","PM2.5","Durham Armory","37-063-0015","AQS","84","19","38.6","10/30/2004","10/30/2002"
"10/31/2016","28","Ozone","Bushy Fork","37-145-0003","AQS","80","20","37.2","10/31/2001","10/31/2002"
"11/01/2016","15","Ozone","Durham Armory","37-063-0015","AQS","75","9","28.4","11/01/2001","11/01/2019"
"11/02/2016","54","PM2.5","Durham Armory","37-063-0015","AQS","79","14","37.8","11/02/2000","11/02/2014"
"11/03/2016","44","Ozone","Durham Armory","37-063-0015","AQS","103","19","41.8","11/03/2000","11/03/2019"
"11/04/2016","32","Ozone","Durham Armory","37-063-0015","AQS","119","18","42.2","11/04/2000","11/04/2010"
"11/05/2016","37","PM2.5","Durham Armory","37-063-0015","AQS","67","20","42.8","11/05/2005","11/05/2004"
"11/06/2016","51","PM2.5","Durham Armory","37-063-0015","AQS","66","17","43.2","11/06/2000","11/06/2002"
"11/07/2016","32","PM2.5","Durham Armory","37-063-0015","AQS","79","15","33.8","11/07/2000","11/07/2014"
"11/08/2016","36","PM2.5","Durham Armory","37-063-0015","AQS","93","10","29.8","11/08/2000","11/08/2017"
"11/09/2016","52","PM2.5","Durham Armory","37-063-0015","AQS","76","8","29.2","11/09/2005","11/09/2017"
"11/10/2016","32","Ozone","Durham Armory","37-063-0015","AQS","64","19","32.8","11/10/2001","11/10/2000"
"11/11/2016","37","PM2.5","Durham Armory","37-063-0015","AQS","75","16","38.4","11/11/2006","11/11/2009"
"11/12/2016","35","PM2.5","Durham Armory","37-063-0015","AQS","59","5","44","11/12/2005","11/12/2009"
"11/13/2016","49","PM2.5","Durham Armory","37-063-0015","AQS","56","10","32.4","11/13/2005","11/13/2009"
"11/14/2016","51","PM2.5","Durham Armory","37-063-0015","AQS","62","16","46.2","11/14/2007","11/14/2004"
"11/15/2016","63","PM2.5","Durham Armory","37-063-0015","AQS","68","17","46","11/15/2006","11/15/2008"
"11/16/2016","75","PM2.5","Durham Armory","37-063-0015","AQS","75","20","47.2","11/16/2016","11/16/2008"
"11/17/2016","58","PM2.5","Durham Armory","37-063-0015","AQS","83","14","45.6","11/17/2003","11/17/2002"
"11/18/2016","119","PM2.5","Durham Armory","37-063-0015","AQS","119","16","58.4","11/18/2016","11/18/2013"
"11/19/2016","85","PM2.5","Durham Armory","37-063-0015","AQS","85","15","43","11/19/2016","11/19/2015"
"11/20/2016","32","Ozone","Durham Armory","37-063-0015","AQS","78","23","39.6","11/20/2007","11/20/2003"
"11/21/2016","35","PM2.5","Durham Armory","37-063-0015","AQS","87","24","43.2","11/21/2002","11/21/2000"
"11/22/2016","34","PM2.5","Durham Armory","37-063-0015","AQS","86","15","44.8","11/22/2004","11/22/2006"
"11/23/2016","57","PM2.5","Durham Armory","37-063-0015","AQS","78","13","38.6","11/23/2003","11/23/2011"
"11/24/2016","63","PM2.5","Durham Armory","37-063-0015","AQS","65","10","43","11/24/2000","11/24/2019"
"11/25/2016","65","PM2.5","Durham Armory","37-063-0015","AQS","69","12","51","11/25/2005","11/25/2004"
"11/26/2016","38","PM2.5","Durham Armory","37-063-0015","AQS","74","9","46","11/26/2002","11/26/2014"
"11/27/2016","41","PM2.5","Durham Armory","37-063-0015","AQS","74","15","40","11/27/2001","11/27/2013"
"11/28/2016","54","PM2.5","Durham Armory","37-063-0015","AQS","62","9","41.6","11/28/2001","11/28/2019"
"11/29/2016","33","Ozone","Durham Armory","37-063-0015","AQS","60","9","42","11/29/2000","11/29/2011"
"11/30/2016","30","PM2.5","Durham Armory","37-063-0015","AQS","62","13","41.4","11/30/2017","11/30/2008"
"12/01/2016","29","Ozone","Durham Armory","37-063-0015","AQS","61","11","42.4","12/01/2012","12/01/2010"
"12/02/2016","33","PM2.5","Durham Armory","37-063-0015","AQS","62","8","33.8","12/02/2000","12/02/2019"
"12/03/2016","39","PM2.5","Durham Armory","37-063-0015","AQS","67","7","38.2","12/03/2008","12/03/2019"
"12/04/2016","52","PM2.5","Durham Armory","37-063-0015","AQS","76","18","41.4","12/04/2001","12/04/2019"
"12/05/2016","28","PM2.5","Durham Armory","37-063-0015","AQS","66","2","39.6","12/05/2001","12/05/2005"
"12/06/2016","24","PM2.5","Durham Armory","37-063-0015","AQS","71","14","36","12/06/2004","12/06/2010"
"12/07/2016","35","PM2.5","Durham Armory","37-063-0015","AQS","76","8","44.6","12/07/2002","12/07/2011"
"12/08/2016","38","PM2.5","Durham Armory","37-063-0015","AQS","72","18","45.6","12/08/2007","12/08/2014"
"12/09/2016","33","PM2.5","Durham Armory","37-063-0015","AQS","79","8","39.4","12/09/2003","12/09/2014"
"12/10/2016","48","PM2.5","Durham Armory","37-063-0015","AQS","64","17","46.6","12/10/2015","12/10/2013"
"12/11/2016","62","PM2.5","Durham Armory","37-063-0015","AQS","78","12","51.4","12/11/2007","12/11/2019"
"12/12/2016","55","PM2.5","Durham Armory","37-063-0015","AQS","65","19","48.6","12/12/2006","12/12/2010"
"12/13/2016","51","PM2.5","Durham Armory","37-063-0015","AQS","71","18","45.8","12/13/2018","12/13/2010"
"12/14/2016","44","PM2.5","Durham Armory","37-063-0015","AQS","73","7","35.2","12/14/2006","12/14/2019"
"12/15/2016","36","PM2.5","Durham Armory","37-063-0015","AQS","67","20","34.4","12/15/2006","12/15/2013"
"12/16/2016","33","PM2.5","Durham Armory","37-063-0015","AQS","60","25","39.2","12/16/2004","12/16/2008"
"12/17/2016","58","PM2.5","Durham Armory","37-063-0015","AQS","66","11","42.2","12/17/2017","12/17/2014"
"12/18/2016","43","PM2.5","Durham Armory","37-063-0015","AQS","79","10","40","12/18/2004","12/18/2019"
"12/19/2016","34","PM2.5","Durham Armory","37-063-0015","AQS","73","25","44.8","12/19/2004","12/19/2009"
"12/20/2016","44","PM2.5","Durham Armory","37-063-0015","AQS","60","18","43","12/20/2007","12/20/2004"
"12/21/2016","55","PM2.5","Durham Armory","37-063-0015","AQS","75","8","49","12/21/2000","12/21/2012"
"12/22/2016","47","PM2.5","Durham Armory","37-063-0015","AQS","70","15","47","12/22/2019","12/22/2012"
"12/23/2016","52","PM2.5","Durham Armory","37-063-0015","AQS","63","7","38.8","12/23/2005","12/23/2013"
"12/24/2016","60","PM2.5","Durham Armory","37-063-0015","AQS","74","10","32.8","12/24/2000","12/24/2014"
"12/25/2016","51","PM2.5","Durham Armory","37-063-0015","AQS","60","14","41.2","12/25/2010","12/25/2014"
"12/26/2016","36","PM2.5","Durham Armory","37-063-0015","AQS","58","15","39.6","12/26/2018","12/26/2006"
"12/27/2016","37","PM2.5","Durham Armory","37-063-0015","AQS","74","15","39","12/27/2002","12/27/2012"
"12/28/2016","34","Ozone","Durham Armory","37-063-0015","AQS","60","18","36","12/28/2006","12/28/2011"
"12/29/2016","37","PM2.5","Durham Armory","37-063-0015","AQS","64","12","34.6","12/29/2006","12/29/2015"
"12/30/2016","32","Ozone","Durham Armory","37-063-0015","AQS","63","9","34.4","12/30/2017","12/30/2019"
"12/31/2016","44","PM2.5","Durham Armory","37-063-0015","AQS","70","14","32.4","12/31/2004","12/31/2019"
